,FILENAME,WORKLOG
1012,HistoriaJDE_OT_2549945.txt,Reporte No Disponible
1013,HistoriaJDE_OT_2549946.txt,Reporte No Disponible
1014,HistoriaJDE_OT_2550168.txt,"PLANEADOR: SANTIAGO RAMIREZ, 2014-06-03  COMPRESOR PRESENTA FUGA DE ACEITE LEVE POR UNIDAD COMPRESORA.   SE REPORTA ANORMALIDAD A FUNCIONARIOS DE ATLAS COPCO EL 29 DE MAYO DE 2014    HORAS DE TRABAJO COMPRESOR 1484.    PROGRAMADOR:FRANCIS LONDOÑO, 2014-06-03  FUNCIONARIO DE ATLAS COPCO: MANUEL RAMOS  ""SE REVISA EQUIPO PARA IDENTIFICAR FUGA DE ACEITE, SE NOTA HUMEDAD EN ACOPLAMIENTO COMBI-VÁLVULA CON UNIDAD SE REALIZA CAMBIO DE O'RING, SE DA ARRANQUE AL QUIPO Y SE HACE SEGUIMIENTO, SE PERCIBE QUE LA FUGA REALMENTE ES POR TAPA LADO HEMBRA, SE CAMBIA O'RING SE HACE SEGUIMIENTO OK CERO FUGA. EQUIPO OPERATIVO CONFIABLE""      "
1015,HistoriaJDE_OT_2551191.txt,Reporte No Disponible
1016,HistoriaJDE_OT_2551202.txt,Reporte No Disponible
1017,HistoriaJDE_OT_2551203.txt,Reporte No Disponible
1018,HistoriaJDE_OT_2551233.txt,Reporte No Disponible
1019,HistoriaJDE_OT_2551235.txt,Reporte No Disponible
1020,HistoriaJDE_OT_2551346.txt," Miercoles junio 18 de 2014  Operación GlV  Revisar y reparar bomba de reserva N° 1, esta presenta sobre corriente al momento del arranque, abriendo el trf. de 1 MVA que ailimenta los servicios auxiliares.  QUEDA TRABAJANDO EN OPTIMO ESTADO"
1021,HistoriaJDE_OT_2552798.txt,"JUNIO 21-2014  PROGRAMADOR: CARLOS ALBERTO OSPINA    REPARAR BOMBA DE REFRIGERACION #2 DE RESERVA, YA QUE SE ENCUENTRA CON VIBRACIONES ALTAS. SE DESMONTA BOMBA, SE DESARMA Y SE LLEVA HACIA EL TALLER INDUSTRIAL LOS CEDROS PARA SU REPARACION. SE FABRICAN EJE DE MOTOR Y SE ENCAMISA, SE RECUPERAN SUPERFIIES EN PRENSA ESTOPA Y EN LOS TAZONES, SE FABRICAN ACOPLES Y BUJES DE BRONCE Y TEFLON PARA EMBUJAR LOS TAZONES EN LA PARTE DONDE TRABAJA E EJE PRINCIPAL Y LOS IMPELER. SE MONTA NUEVAMENTE LA BOMBA Y SE CALIBRA EL PRENSA ESTOPA. SE ENTREGA LA BOMBA A OPERACION.     INFORMO: CARLOS OSPINA    "
1022,HistoriaJDE_OT_2552854.txt,"FAVOR LAVAR EL FILTRO DE AGUA TRATADA DEL SELLO YA QUE SE ESTA INCREMENTANDO LA TEMPERATURA EN EL SELLO.  *****************************************************************************************************************************************************************   SE BLOQUEA EL FILTRO POR PARTE DE PERSONAL DE OPERACION Y SE PROCEDE CON EL DESMONTE DEL MOTOR Y EL RETIRO DE LA TAPA PARA SACAR EL FILTRO, ESTE SE LAVA CON HIDROLAVADORA, EL ALOJAMIENTO SE LAVA CON AGUA Y LIENCILLO. SE CAMBIA O'RING DAÑADO Y SE INSTALA NUEVAMENTE EL FILTRO, QUEDA EN FUNCIONAMIENTO NORMAL.  EJECUTO: GABRIEL ARBOLEDA - MANUEL PERLAZA - JHON LOPEZ"
1023,HistoriaJDE_OT_2552869.txt,"JUNIO 22-2014  PROGRAMADOR: CARLOS ALBERTO OSPINA    VALVULA DE LAS DUCHAS DEL COJINETE DE TURBINA, SE ENCUENTRA CON MUCHA FUGA Y EN MAL ESTADO, ADEMAS SE EVIDENCIA CALENTAMIENTO DEL COJINETE DE TURBINA POR MALA POSICION DEL SENTIDO DE FLUJO DE LAS DUCHAS.      SE CAMBIA VALVULA DE LAS DUCHAS POR VALVULA DE BOLA DE 1/2"" Y SE REUBICAN EL CHORRO DE LAS DUCHAS PARA QUE PEGUE PERPENDICULAR A LA CUBA DEL COJINETE.    INFORMO: CARLOS OSPINA.        "
1024,HistoriaJDE_OT_2552893.txt,"INSTALAR MALLA (TAMIZ) AL FILTRO DE AGUA CRUDA #2 DE LA UNIDAD 3.  ********************************************************************************************************************************************************************************  SE DESCONECTAN INSTRUMENTOS ELECTRICOS Y SE DESARMA FILTRO PARA INSTALARLE LA MALLA, SE ARMA NUEVAMENTE Y SE COORDINA CON PERSONAL DE OPERACION LA PUESTA EN MARCHA DE ESTE EQUIPO. QUEDA EN FUNCIONAMIENTO NORMAL.  EJECUTO: GABRIEL ARBOLEDA - PEDRO HERNANDEZ"
1025,HistoriaJDE_OT_2554067.txt,ASEO GENERAL Y LIMPIEZA PLANTAS DE GENERACION 
1026,HistoriaJDE_OT_2554068.txt,Reporte No Disponible
1027,HistoriaJDE_OT_2554070.txt,Reporte No Disponible
1028,HistoriaJDE_OT_2554071.txt,Reporte No Disponible
1029,HistoriaJDE_OT_2554072.txt,Reporte No Disponible
1030,HistoriaJDE_OT_2554073.txt,Reporte No Disponible
1031,HistoriaJDE_OT_2554078.txt,Reporte No Disponible
1032,HistoriaJDE_OT_2554086.txt,Reporte No Disponible
1033,HistoriaJDE_OT_2554090.txt,Reporte No Disponible
1034,HistoriaJDE_OT_2554091.txt,Reporte No Disponible
1035,HistoriaJDE_OT_2554094.txt,Reporte No Disponible
1036,HistoriaJDE_OT_2554105.txt,ASEO Y LIMPIEZA CAVERNA C/M PORCE 2 
1037,HistoriaJDE_OT_2554106.txt,ASEO Y LIMPIEZA PLANTAS DE GENERACION 
1038,HistoriaJDE_OT_2554494.txt,11/06/2014      MANTENIMIENTO ELECTRICO PREVENTIVO
1039,HistoriaJDE_OT_2555139.txt," FECHA: 26/06/2014    PLANEADOR:GABRIEL TAMAYO RUIZ  PROGRAMADOR: YOFRED BERNARDO RODRIGUEZ VAHOS    REALIZAR MANTENIMIENTO MECANICO AL PUENTE GRUA DE GUADALUPE 4   Objetivo:Garantizar el buen funcionamiento y limpieza en general del puente grúa de GIV.    Actividades realizadas: Se llevo a cabo la limpieza en general del puente grúa, así mismo a las vigas y la carrilera por la cual se desplaza; utilizando aspiradora, desengrasante Westlode y aire a presión.  Luego se utilizo grasa Shell Gadus (Alvania) 9 Kg aprox. Para todas las partes móviles tales como rodamientos, piñones, poleas y chumaceras; después de ello se inspecciona la carrilera de desplazamiento de la grúa y no se encuentra deformación, vibración o fisura ni soltura mecánica de los pernos de anclaje; también se revisan niveles de aceite en los siguientes reductores:   Reductor gancho principal.  Reductor de monorriel.  Reductor de movimiento longitudinal.  Reductor de movimiento transversal.  No fue necesario recuperar ninguno de estos niveles; también se revisaron las balineras superficialmente, debido a que son selladas su lubricación se hace imposible, pero se chequearon en movimiento buscando algún ruido extraño, encontrando que el rodamiento del monorriel  ubicado aguas arriba presenta un leve ruido, hasta el momento no se han tomado correctivos; los demás rodamientos no presentan ruidos extraños.  Posteriormente se lubricaron los cables tanto del gancho principal como del gancho del monorriel, utilizando para ello aceite Torcula 100 (20 Lts) e inspeccionándolos visualmenteAdemás se recuperaron los niveles de aceite de los frenos electromagnéticos del carro transversal, longitudinal y gancho principal, adicionando en total 1 litro de aceite Omala Shell 220, dejando así el nivel de aceite en la línea H (high) del visor en cada uno de los frenos.  Estos mismos frenos se revisaron en busca de fisuras o anomalías y se llevo a cabo la medición del espesor de las zapatas de frenado teniendo en cuenta que si están por debajo de 3 mm deben ser cambiadas; dichas zapatas se encuentran de la siguiente manera:    Zapata frenado del carro transversal = 8.5 mm  Zapata frenado del carro longitudinal = 8.2 mm  Zapata frenado del carro Gancho principal = 12.2 mm     Luego de esta revisión se procedió con un chequeo a los fines de curso, tanto en los ganchos (Gancho principal, gancho monorriel), como a los desplazamientos del puente grúa (Longitudinal y transversal), encontrándolos en buen estado.  A continuación se hizo una revisión en busca de fugas de aceite, además se inspeccionaron los acoples de los ejes, posible tornillería suelta y acomodo de las tapas o guardas, dando como resultado un correcto ajuste de las piezas.  Finalmente se limpiaron los ganchos de elevación, tanto el gancho principal como el gancho del monorriel, para posteriormente aplicar los líquidos penetrante y revelador, y poder concluir que ambos ganchos están en buenas condiciones y no presentan fisura alguna.  Luego de esta revisión se procedió con un chequeo a los fines de curso, tanto en los ganchos (Gancho principal, gancho monorriel), como a los desplazamientos del puente grúa (Longitudinal y transversal), encontrándolos en buen estado.  A continuación se hizo una revisión en busca de fugas de aceite, además se inspeccionaron los acoples de los ejes, posible tornillería suelta y acomodo de las tapas o guardas, dando como resultado un correcto ajuste de las piezas.  Finalmente se limpiaron los ganchos de elevación, tanto el gancho principal como el gancho del monorriel, para posteriormente aplicar los líquidos penetrante y revelador, y poder concluir que ambos ganchos están en buenas condiciones y no presentan fisura alguna."
1040,HistoriaJDE_OT_2555593.txt, REPARAR MOTOBOMBA DE RESPALDO 2 DEL SISTEMA DE REFRIGERACION G4  A ESTA BOMBA SE LE INSTALA UN IMPULSOR MAS PARA AUMENTAR EL FLUJO DE AGUA  Y SE EVIDENCIA LA EFICIENCIA Y BUENA REFRIGEGRACION A LAS UNIDADES  123AMP  3.5BAR
1041,HistoriaJDE_OT_2555884.txt,Reporte No Disponible
1042,HistoriaJDE_OT_2555885.txt,Reporte No Disponible
1043,HistoriaJDE_OT_2555886.txt,Reporte No Disponible
1044,HistoriaJDE_OT_2555887.txt,Reporte No Disponible
1045,HistoriaJDE_OT_2555888.txt,Reporte No Disponible
1046,HistoriaJDE_OT_2555889.txt,Reporte No Disponible
1047,HistoriaJDE_OT_2555890.txt,Reporte No Disponible
1048,HistoriaJDE_OT_2555891.txt,Reporte No Disponible
1049,HistoriaJDE_OT_2555892.txt,Reporte No Disponible
1050,HistoriaJDE_OT_2555895.txt,Reporte No Disponible
1051,HistoriaJDE_OT_2555897.txt,Reporte No Disponible
1052,HistoriaJDE_OT_2555945.txt,Reporte No Disponible
1053,HistoriaJDE_OT_2555947.txt,Reporte No Disponible
1054,HistoriaJDE_OT_2555948.txt,Reporte No Disponible
1055,HistoriaJDE_OT_2555949.txt,Reporte No Disponible
1056,HistoriaJDE_OT_2555951.txt,Reporte No Disponible
1057,HistoriaJDE_OT_2555953.txt,Reporte No Disponible
1058,HistoriaJDE_OT_2556672.txt,"JUL 3/2014 OT: 2556672 PROGRAMADOR: Javier Giraldo EJECUTÓ: Felipe Jaramillo.  Fue realizado cambio de motoventilador del sistema de refrigeración del transformador de potencia de la fase T, queda uno como reserva en el cuarto de elementos eléctricos, se encontraron cinco motores quemados, iniciá trámite de compra para reposición y reserva.    Martes julio 01 de 2014  Operación Troneras  Revisar y corregir sistema de alimentación AC de los ventiladores del trafo de potencia fase T, se está abriendo repetidamente."
1059,HistoriaJDE_OT_2556858.txt,Reporte No Disponible
1060,HistoriaJDE_OT_2556948.txt,Reporte No Disponible
1061,HistoriaJDE_OT_2556949.txt,Reporte No Disponible
1062,HistoriaJDE_OT_2556950.txt,Reporte No Disponible
1063,HistoriaJDE_OT_2556951.txt,Reporte No Disponible
1064,HistoriaJDE_OT_2556952.txt,Reporte No Disponible
1065,HistoriaJDE_OT_2556953.txt,Reporte No Disponible
1066,HistoriaJDE_OT_2556963.txt,Reporte No Disponible
1067,HistoriaJDE_OT_2556964.txt,Reporte No Disponible
1068,HistoriaJDE_OT_2557299.txt,JULIO 01/2014.    SE DEBE PROLONGAR MUROS DEL TALLER  DE ELECTRICOS DE GPE IV PARA CONTROLAR EL INGRESO DE AGUAS LLUVIAS.
1069,HistoriaJDE_OT_2557625.txt,Reporte No Disponible
1070,HistoriaJDE_OT_2557950.txt,Reporte No Disponible
1071,HistoriaJDE_OT_2559074.txt,Reporte No Disponible
1072,HistoriaJDE_OT_2559079.txt,Reporte No Disponible
1073,HistoriaJDE_OT_2559438.txt,"OCTUBRE 16/2014.  CANCELAD POR RECURSO HUMANO      JULIO 04/2014.    CONSTRUIR PLAFORMA EN POLIETILENO EN BOCATOMA DE GPE III PARA CONTROL DE BASURAS.      7. NORMAS DE SEGURIDAD INDUSTRIAL Y SALUD OCUPACIONAL:  - ASEGURARSE DEL USO DEL EQUIPO BASICO PARA  LA PROTECCIÓN DEL PERSONAL, SEGUN    LA ESPECIALIDAD Y LA ACTIVIDAD A REALIZAR, ADEMAS DE UTILIZAR LA DOTACIÓN SU-    MINISTRADA POR LA EMPRESA.  - VERIFICAR QUE SE PUEDA ENTRAR CON SEGURIDAD A LAS ÁREAS DONDE SE ENCUENTRAN     LOS SITIOS DE TRABAJO  - COMUNICARLE AL PERSONAL DE OPERACIÓN  Y MANTENIMIENTO DEL INICIO      DE LOS TRABAJOS CUANDO SEA NECESARIO TRABAJOS EN ALTURA REQUIEREN AUTORIZACION PREVIA Y EL USO OBLIGATORIO DE ELEMENTOS DE SEGURIDAD. VER MCPS  - VERIFICAR EL BUEN ESTADO DE LA HERRAMIENTA A UTILIZAR  . 8. NORMA AMBIENTAL: 8.1 MANEJO INTEGRAL DE RESIDUOS  - RECUERDE QUE LA CULTURA DEL MANEJO DE RESIDUOS  ES RESPONSABILIDAD DE TODOS,     HAGA BUEN USO DE LAS CANECAS Y DE LA INFORMACION RESPECTIVA VERIFIQUE LA.    DISPOSICION FINAL DE LOS RESIDUOS ESPECIALES  -- ESTOPA Y LIENCILLO IMPREGNADOS DE SUSTANCIAS QUIMICAS (ACEITE INDUSTRIALES      Y AUTOMOTRICES, LIMPIADORES DIELECTRICOS Y DESENGRASANTES)  -- RESIDUOS ALTAMENTE CONTAMINATES DE REPUESTOS Y MATERIALES DETERIORADOS       (BATERIAS, BALASTOS,BATERIAS, LAMPARAS FLUORECENTES ETC.)  -- SUSTANCIAS QUIMICAS (ACEITES LUBRICANTES INDUSTRIALES Y AUTOMOTRICES, LIM-      PIADORES DIELECTRICOS Y DESENGRASANTES)  -- RECIPIENTES DE SUSTANCIAS QUIMICAS ERMETICAS Y ABIERTAS (ACEITE INDUSTRIA-      LES, AUTOMOTRICES Y LIMPIADORES DIELECTRICOS Y DESENGRASANTES), EN SUS     CANECAS RESPECTIVAS Y APARTADAS DE LLAMAS O ALTAS TEMPERATURAS.  . 8.2 MANEJO DE SUSTANCIAS QUIMICAS  - SI USTED VA A MANIPULAR SUSTANCIAS QUIMICAS EN SU MANTENIMIENTO, POR SU    SEGURIDAD CONSULTE LA HOJA DE SEGURIDAD DEL AGENTE QUIMICO A MANIPULAR. . NOTA: DE SER NECESARIO PROFUNDIZAR EN ALGUNO DE LOS TEMAS RELACIONADOS REFIERASE A L MANUAL CORPORATIVO DE PROCEDIMIENTOS DE SEGURIDAD- MCPS ESTE MANUAL ADEMÁS DE PRESENTAR LOS PROCEDIMIENTOS GENERALES DE SEGURIDAD ASOCIADOS A LOS DIFERENTES PROCESOS E INSTALACIONES, DEDICA UN CAPÍTULO A CADA TAREA CONSIDERADA DE ALTO RIESGO POR LAS CONDICIONES ESPECIALES A LAS QUE SE EXPONEN LOS TRABAJADORES EN LA  REALIZACIÓN DE LAS MISMAS, SIENDO ACOMPAÑADOS ESTOS ÚLTIMOS POR UN SISTEMA DE PERMISOS. "
1074,HistoriaJDE_OT_2559690.txt,"SOLICITANTE:Anexo.  -  FECHA:Julio 05 del 2014.  EN  GABINETE  DE  CONTROL  VÁLVULA  DE  CONO,  PERILLA  DE  SELECCIÓN  EN  MOTOBOMBA  DOS  Y  APARECE  INDICACIÓN  DE  MOTOBOMBA  UNO  SELECCIONADA.  FAVOR  CORREGIR.      25/09/2014    SE REVISA EL CONTROL DE LA VALVULA  DE CONO Y SE ENCUENTRA QUE   SIEMPRE QUE EL SELECTOR ESTE EN REMOTO,PARA EL CONTROL  LA PRIORIDAD SIEMPRE VA A SER LA BOMBA1, ASI SE SELECCIONE LA BOMBA 2, PARA  QUE SE VEA SELECCIONADA LA BOMBA 2 SE TIENE QUE FALLAR LA BOMBA 1.  PARA HACER EL CAMBIO DE BOMBAS  DESDE EL SELECTOR DE BOMBAS  SE TIENE QUE TENER EL CONTROL EN LOCAL.   SE REALIZAN PRUEBAS DE FUNCIONAMIENTO  Y EL CONTROL RESPONDIO BIEN.    REALIZO: FREDY DUARTE Y FRANCISCO GONZALEZ.  "
1075,HistoriaJDE_OT_2559830.txt,"Julio 06 /2014    REVISAR EL INDICADOR DE AGUAS ABAJO DE LA VÁLVULA ESFÉRICA U1 DE G4, MANTIENE UNA MEDIDA ERRADA (2.6 BAR) CON ESFÉRICA ABIERTA O CERRADA     Informa     Turno 1 de Operacion.    06 DE AGOSTO 2014    Se desmonta el transmisor de presion aguas abajo y aguas arriba, se verifican con equipo patron, y se le realiza limpieza a la tarjeta electronica del instrumento por presentar sulfatacion y esta contaminacion ocacionaba la congelacion de la medida.    Informa.    Grupo electronico."
1076,HistoriaJDE_OT_2559859.txt,"Lunes julio 07 de 2014  Operación Troneras  La bomba N° 1 del regulador hidrahúlico no está trabanjando en automático ni en manual, revisar y corregir.    26/AGOSTO/2014  Se realizo la verificacion y revision del arranque de Bomba en forma Automatica y manual, en el modo manual desde el tablero local el motor arranca y para sin problemas.  Se evidencio que en forma autoamtica cuando cae la presion no arranque, se verificaron conexiones, alimentacion de 480vac y señales de control y se encontro el presostato mecanico de calibracion manual, descalibrado. Se procedio a calibrar nuevamente deacuerdo al presion de arranque del sistema y se realizaron varios arranques y paros en forma automatica y el sistema responidio normalmente.    Programador: Oscar Arango  Ejecuto: Fredy Duarte - Francisco Gonzalez"
1077,HistoriaJDE_OT_2560716.txt,"ESTA OT ES GENERADA POR EL PROGRAMA DE MP QUE REALIZARÁN LOS OPERADORES / MANTENEDORES DE PORCE2.    XE: REVISION, MTTO Y LIMPIEZA    Realizar inspección visual de tapas flojas, ventiladores, guardas, bornes de potencia, terminales y cableado. Chequear aislamiento entre bobinas y respecto a tierra y tomar registros.    CON ESTA OT SE INTERVIENEN LAS MOTOBOMBAS QUE DEPENDAN DE ESTE SISTEMA    -------------------------------    fecha: 2014-08-20 ot: 2500716 mtto: eléctrico  ejecutó: davison perez - jhon jader orrego  Se realiza mantenimiento y limpieza al TABLERO de CONTROL, bornes DE POTENCIA, terminales, cableado Y MOTORES de las bombas DE circulación de agua estación hidroflow pertenecientes al sistema de válvula de admisión (S3). Según IDM: GCP2E0017. No se encuentran averías ni fallas en los equipos. Se TOMAN VALORES DE Vol, Ies y Res; y SE diligencian LAS RESPECTIVAS PLANILLAS DE REGISTRO.   el mtto se realiza por oportunidad con planta en 0 mva.  registros mb1  VOLTAJE CTE. DE ARRANQUE CTE. DE TRABAJO AISLAMIENTO / TIERRA FASE VOLTIOS FASE AMPERIOS FASE AMPERIOS FASE G VDC R - S478R8,5R3,8R1,81 500 S - T477S9,5S3,8S1,87 505 T - R477T7,9T3,6T1,88 500   registros mb2  VOLTAJE CTE. DE ARRANQUE CTE. DE TRABAJO AISLAMIENTO / TIERRA FASE VOLTIOS FASE AMPERIOS FASE AMPERIOS FASE M VDC R - S478R8,8R3,6R713 500 S - T477S8,9S3,7S729 505 T - R477T8,1T3,5T737 500   *** como se mensiona anteriormente,  los equipos no presentan fallas, pero el sistema como tal se encuentra dehabilitado (calidad del agua del circuito no es oPtima)  *** EL MOTOR SE ENCUENTRA DESACLOPLADO Y EL HOROMETRO SE ENCUENTRA EN FUNCIONAMIENTO PERO LA BOMBA ASOCIADA AL SISTEMA ESTA DETENIDA.  TARJETA DE BLOQUEO Y SEGURIDAD CON FECHA DESDE EL AÑO 2011  informa: cristian a gómez h  -------------------------------"
1078,HistoriaJDE_OT_2560725.txt,"NOV 01\ 2014 OT: 2560725 PROGRAMÓ:  R JIMENEZ EJECUTÓ:DAVISON PEREZ.  Fue realizado el mantenimiento según el instructivo, GCP2E0008, se cambia bornera de la fase S, por falla en la roscas del tornillo,  Se realizaron las pruebas eléctricas a los motores desde la bornera del motor.  Ver registro en el archivo de Porce II.      ESTA OT ES GENERADA POR EL PROGRAMA DE MP QUE REALIZARÁN LOS OPERADORES / MANTENEDORES DE PORCE2.    XE: REVISION, MTTO Y LIMPIEZA    Realizar inspección visual de tapas flojas, ventiladores, guardas, bornes de potencia, terminales y cableado. Chequear aislamiento entre bobinas y respecto a tierra y tomar registros.    CON ESTA OT SE INTERVIENEN LAS MOTOBOMBAS QUE DEPENDAN DE ESTE SISTEMA"
1079,HistoriaJDE_OT_2560729.txt,"ESTA OT ES GENERADA POR EL PROGRAMA DE MP QUE REALIZARÁN LOS OPERADORES / MANTENEDORES DE PORCE2.    XE: REVISION, MTTO Y LIMPIEZA    Realizar inspección visual de tapas flojas, ventiladores, guardas, bornes de potencia, terminales y cableado. Chequear aislamiento entre bobinas y respecto a tierra y tomar registros.    CON ESTA OT SE INTERVIENEN LAS MOTOBOMBAS QUE DEPENDAN DE ESTE SISTEMA    ----------------------------    fecha: 2014-08-20 ot: 2560729 mtto: eléctrico  ejecutó: jhonatah arango - geovanny echeverri  Se realiza mantenimiento y limpieza al TABLERO de CONTROL, bornes DE POTENCIA, terminales, cableado Y MOTORES de las bombas DE circulación de agua estación hidroflow pertenecientes al sistema de válvula de admisión (S3). Según IDM: GCP2E0017. No se encuentran averías ni fallas en los equipos. Se TOMAN VALORES DE Vol, Ies y Res; y SE diligencian LAS RESPECTIVAS PLANILLAS DE REGISTRO.   el mtto se realiza por oportunidad con planta en 0 mva.  registro mb1  VOLTAJE CTE. DE ARRANQUE CTE. DE TRABAJO AISLAMIENTO / TIERRA FASE VOLTIOS FASE AMPERIOS FASE AMPERIOS FASE G VDC R - S466R9,8R2,8R1,18 500 S - T468S8,1S2,9S1,21 505 T - R465T8,7T2,8T1,24 500   registro mb2  VOLTAJE CTE. DE ARRANQUE CTE. DE TRABAJO AISLAMIENTO / TIERRA FASE VOLTIOS FASE AMPERIOS FASE AMPERIOS FASE G VDC R - S461R10,2R3,1R1,52 500 S - T459S9,8S3,3S1,5 505 T - R462T9,1T3,2T1,87 500   *** como se mensiona anteriormente,  los equipos no presentan fallas, pero el sistema como tal se encuentra dehabilitado (calidad del agua del circuito no es optima)  EL MOTOR SE ENCUENTRA DESACLOPLADO.  TARJETA DE BLOQUEO Y SEGURIDAD CON FECHA DESDE EL AÑO 2009  informa: cristian a gómez h  ----------------------------"
1080,HistoriaJDE_OT_2560753.txt,"CALIBRACION Y AJUSTE INSTRUMENTOS DE MEDIDA  TEMPERATURA METAL 1  COJINETE GUIA TURBINA  CENTRAL TRONERAS.         19/03/2014    SE REALIZO METROLOGIA  INYECTANDO CON EL CALIBRADOR DE PROCESOS Y SE TOMARON LOS SIGUIENTES VALORES .    TEMPERATURA AMBIENTE:26.7°C  RH: 52.7%      LECTURA1 LECTURA2 LECTURA3 LECTURA4 LECTURA5 PATRÓN30,00 30,00 30,00 30,00 30,00 PRUEBA31,20 31,20 31,20 31,20 31,20 ERROR1,20 1,20 1,20 1,20 1,20 PATRÓN40,00 40,00 40,00 40,00 40,00 PRUEBA41,20 41,20 41,20 41,20 41,20 ERROR1,20 1,20 1,20 1,20 1,20 PATRÓN50,00 50,00 50,00 50,00 50,00 PRUEBA51,10 51,10 51,10 51,10 51,10 ERROR1,10 1,10 1,10 1,10 1,10   PUNTO DE ALARMA:70°C  PUNTO DE DISPARO:80°C"
1081,HistoriaJDE_OT_2560764.txt,CALIBRACION Y AJUSTE INSTRUMENTOS DE MEDIDA TEMPERATURA DE LOS DEVANADOS DE TRANSFORMADORES DE POTENCIA CENTRAL TRONERAS.      ESTE TRABAJO  REALIZADO  CON LA OT: 2614627                    
1082,HistoriaJDE_OT_2560766.txt,CALIBRACION Y AJUSTE INSTRUMENTOS DE MEDIDA TEMPERATURA DE LOS DEVANADOS DE TRANSFORMADORES DE POTENCIA CENTRAL TRONERAS.    ESTE TRABAJO  REALIZADO  CON LA OT: 2614630                
1083,HistoriaJDE_OT_2560872.txt,"JULIO 07/ 2014      MANTENIMIENTO PREVENTIVO PUENTE GRUA G4...    SE RELAIZA MANTENIMIENTO PREVENTIVO ELECTRICO, AL SISTEMA DE CONTROL DEL GANCHO PRINCIPAL Y DEL POLIPASTO, SE REVISA, SE LIMPIA Y SE HACEN PRUEBAS, SE HACE MANTENIMIENTO A LOS MOTORES DEL GANCHO PPAL Y LOS MOTORESDEL POLIPASTO...    SE ENCUENTRA TODO NORMAL, QUEDA EL PUENTE GRUA OPERATIVO....        PROGRAMADOR: JUAN CAICEDO"
1084,HistoriaJDE_OT_2561022.txt,Reporte No Disponible
1085,HistoriaJDE_OT_2561043.txt,Reporte No Disponible
1086,HistoriaJDE_OT_2561044.txt,Reporte No Disponible
1087,HistoriaJDE_OT_2561046.txt,Reporte No Disponible
1088,HistoriaJDE_OT_2561047.txt,Reporte No Disponible
1089,HistoriaJDE_OT_2561120.txt," PLANEADOR: SANTIAGO RAMÍREZ, 2014-07-05  SE DESMONTA BOMBA PARA REVISIÓN DE COMPONENTES YA QUE PRESENTA PÉRDIDA DE EFICIENCIA.    PROGRAMADOR: JUAN GILBERTO TOBON, 2014-07-05    SE HACE REPARACION DE LOS IMPELER CON UN ARO DE BRONCE YA QUE ESTOS PRESENTABAN DESGASTE AL IGUAL QUE LOS TAZONES SE FABRICAN BUJES INOX  PARA LAS MENSULAS Y CAMBIAN EJES EN ACERO AL CARBONO POR INOXIDABLES, SE CAMBIA SELLO MECANICO, SE FABRICA GRANADA ( REJA FILTRANTE)"
1090,HistoriaJDE_OT_2561699.txt,"  REVISION Y CAMBIO DE LAMPARAS MALAS EN LAS GALERIAS DEL MURO, REVISION DE EXTRACTORES, E INTALACION DE ACOMETIDAS TABLEROS DE INSTRUMENTACION.    AGOSTO 15/2014 OT # 2561699 PROGRAMO , R JIMENENEZ, EJECUTO J ORREGO.  REVISION Y CAMBIO DE LAMPARAS MALAS EN LAS GALERIAS DEL MURO, REVISION DE EXTRACTORES, E INTALACION DE ACOMETIDAS TABLEROS DE INSTRUMENTACION.  "
1091,HistoriaJDE_OT_2562237.txt,"08/07/2014    DESMONTAR LA INSTRUMENTACION DEL COJINETE INFERIOR  PARA PERMITIR EL DESARME DE LA UNIDAD.  SE RERETIRAN LAs  4 RTD""S  DE METAL GUIA INFERIOR , LAS RTD""S  DE ACEITE 1 Y ACEITE 2 Y LOS SENSORES DE VIBRACIONES CIL,CIP Y KPH.    REALIZO: FRANCISCO GONZALEZ Y FREDY DUARTE."
1092,HistoriaJDE_OT_2562254.txt,"09/07/2014    MONTAR LA INSTRUMENTACION DEL COJINETE INFERIOR   DE LA UNIDAD.    SE REALIZA EL MONTAJE DE LAS 4 RTD""S DE LOS METALES GUIA Y LAS RTD""S ACEITE 1 Y ACEITE 2.  TAMBIEN SE INSTALAN  LOS SENSORES DE VIBRACIONES CIL, CPP Y KPH Y SE  LE REALIZA SUA AJUSTES.    REALIZO: REDY DUARTE Y FRANCISCO GONZALEZ."
1093,HistoriaJDE_OT_2563035.txt,mediante esta ot se repara la bobina fallada en lo relaciondo a su montaje y soldadura 
1094,HistoriaJDE_OT_2563541.txt,JUL18/2014 OT: 2563541 PROGRAMÓ: Javier Giraldo EJECUTÓ: Edgar Rodas.  Se realizó el cambio del baston de la ranura N° 8 por presentar falla en el aislamiento.    SOLICITANTE: Anderson García Fecha: Julio 10/2014.  Cambiar bobina fallada.
1095,HistoriaJDE_OT_2563654.txt,2014/07/01    REALIZAR VERIFICACION METROLOGICA A TERMOMETRO 1 METAL COJINETE DE EMPUJE U2 DE PORCE 2        SE REALIZA LA VERIFICACION DEL INSTRUMENTO Y SE ENCONTRO EN BUENAS CONDICIONES OPERATIVAS           
1096,HistoriaJDE_OT_2563691.txt,2014/07/01    REALIZAR VERIFICACION METROLOGICA A TERMOMETRO 2 DEVANADO DEL ESTATOR  U2 DE PORCE 2          SE REALIZA LA VERIFICACION DEL INSTRUMENTO Y SE ENCONTRO EN BUENAS CONDICIONES OPERATIVAS       
